Reviews,Rating
"Perfect smart watch. Great for steps, notifications. Very good motivator.  User friendly than Apple Watch to me.",5.0
"Love the sleep tracking, Alexa app , the calls you can receive when no signal and your on WiFi & Bluetooth",5.0
At last I have found a Fitbit which actually is easy to read in the sunlight. It is easy to use and great as a tracker. I also like the way I can change its appearance by changing the accessories. Great buy for me.,5.0
Have had a small Alta Fitbit for a few years but wanted better functionality Bought a cheap version first. Big mistake!  Buy cheap buy twice. This is far superior and worth the money.,5.0
"Amazing gadgets on this fitbit. Battery life ok, sleep tracking and calories burned tracker is brilliant",5.0
"I bought the watch in July 2020 and since then till now it has never connected on my samsung galaxy phone. I have never gotten any notifications on the watch, I have restarted the phone, uninstalled and reinstalled the app and still nothing. There are very significant connectivity pitfalls that need to be addressed. If I could return my watch I would.",1.0
I wear this watch all the time and I love tracking my steps. It pushes me to do more. I think this was a great price for a really nice watch!,5.0
Cannot fault this watch. All features work correctly - looks lovely and is comfortable to wear. Recommended.,5.0
"Once again a fitbit that has malfunctioned. Brilliant when working, but as with my fitbit Blaze which stopped working within a year and had to be replaced. The Versa 2 has done the same. So many people on line with the same issues. Very poor and at £199.99 a pop, very poor value. I'd rather have a refund than a replacement so I can by a better watch/different brand.",1.0
"Fairly easy to learn to use, though the apps and downloads have to be checked carefully as many have to be paid for",5.0
"Unable to link with app. Fitbit text support worse than useless. Sadly unable to use, had to return.",2.0
Bought it last year in July. Stopped working 3 times. Decided to return today. Don’t waste your money.,1.0
"Love this watch it’s awesome, however moving my music to it nightmare ( could possibly be operator error )",5.0
"I really like Fitbit and updated from the Fitbit HR to the Versa 2, however, the resin strap left me with a nasty reaction when doing physical exercise, a problem I never experienced with my previous Fitbit, so I was obliged to buy another strap.",5.0
I bought this Fitbit as the face was a lot bigger than my previous one. I am delighted with it.,5.0
"Best one I've had so far. Accurate, good free clock faces, can do most things from the watch itself. Great buy.",5.0
"Bought this as a Xmas present but when the box was opened there was no watch inside, just a charger and a strap. Ripped off as paid for the watch.",1.0
"Unfortunately I woke up today and the screen has gone completely blank, it’s fully charged but it’s now broken. Absolutely gutted as loved my watch and I’ve only had it since January! Charged when it needed it and kept away from water but still broke!? Upset and disappointed so wouldn’t recommend!",1.0
